src,dst,count,month,avg_fare
West Concourse,Belmont,3,2,17.46666666666667
West Concourse,Long Island City/Queens Plaza,3,2,31.77333333333333
West Village,Alphabet City,1902,2,13.243138801261868
Williamsburg (South Side),SoHo,65,2,16.58015384615385
Williamsburg (South Side),West Village,118,2,20.905254237288137
Woodhaven,Lincoln Square East,1,2,11.76
Woodside,Elmhurst,420,2,9.913999999999994
Woodside,JFK Airport,38,2,53.00789473684211
Woodside,Soundview/Bruckner,1,2,46.34
World Trade Center,Green-Wood Cemetery,1,2,24.34
Yorkville East,Yorkville West,7373,2,6.629724671097302
Yorkville West,Steinway,265,2,26.141320754716972
Yorkville West,Washington Heights South,525,2,24.644723809523803
Alphabet City,Murray Hill,699,2,13.475493562231748
Alphabet City,Upper East Side North,118,2,23.231186440677963
Astoria,Madison,1,2,62.25
Battery Park,Clinton West,22,2,23.039545454545454
Battery Park,Middle Village,1,2,43.3
Battery Park City,Park Slope,422,2,27.02364928909952
Belmont,Bronx Park,2,2,6.55
Bloomingdale,SoHo,24,2,31.396666666666665
Boerum Hill,Pelham Bay,1,2,94.56
Boerum Hill,Riverdale/North Riverdale/Fieldston,1,2,70.34
Briarwood/Jamaica Hills,Manhattan Valley,2,2,66.41499999999999
Briarwood/Jamaica Hills,World Trade Center,3,2,69.93666666666667
Brooklyn Heights,Pelham Parkway,1,2,77.92
Brooklyn Navy Yard,Fort Greene,12,2,12.2825
Bushwick North,Bath Beach,1,2,48.8
Central Harlem,East Chelsea,176,2,23.777784090909083
Central Harlem North,East Concourse/Concourse Village,106,2,11.933679245283022
Central Harlem North,Red Hook,1,2,52.25
Central Park,Erasmus,3,2,48.633333333333326
Central Park,NV,111,2,12.870720720720724
Claremont/Bathgate,Crotona Park East,1,2,5.3
Claremont/Bathgate,Hunts Point,3,2,8.8
Clinton East,North Corona,77,2,32.392077922077924
Clinton East,Westchester Village/Unionport,23,2,40.82956521739131
Clinton West,DUMBO/Vinegar Hill,54,2,28.81018518518519
Corona,Penn Station/Madison Sq West,6,2,58.69833333333333
Crown Heights North,Central Harlem North,3,2,54.88333333333333
Downtown Brooklyn/MetroTech,Bensonhurst East,6,2,34.8
Downtown Brooklyn/MetroTech,East New York,25,2,30.445600000000002
Downtown Brooklyn/MetroTech,Elmhurst/Maspeth,4,2,24.1125
East Chelsea,Flatlands,16,2,53.40625
East Chelsea,Long Island City/Queens Plaza,107,2,24.740654205607477
East Chelsea,Port Richmond,2,2,70.4
East Harlem North,Jackson Heights,55,2,26.89109090909091
East Harlem North,North Corona,7,2,31.400000000000002
East Harlem North,Soundview/Castle Hill,54,2,20.199814814814818
East Harlem South,Van Cortlandt Park,4,2,29.8
East Harlem South,Williamsbridge/Olinville,15,2,37.43866666666667
East New York,Flatlands,1,2,26.3
East New York/Pennsylvania Avenue,Bedford,2,2,19.715000000000003
East Williamsburg,Bay Ridge,9,2,38.40888888888888
Flatiron,Oakland Gardens,2,2,57.365
Flatiron,West Farms/Bronx River,9,2,40.21111111111111
Flushing,Randalls Island,2,2,41.715
Fort Greene,Borough Park,26,2,21.94423076923077
Garment District,Prospect-Lefferts Gardens,119,2,39.81512605042016
Garment District,Two Bridges/Seward Park,594,2,20.000909090909076
Gramercy,Baisley Park,3,2,49.02666666666667
Gramercy,Country Club,1,2,41.8
Greenpoint,Central Harlem North,7,2,34.00857142857142
Greenwich Village North,Kips Bay,2842,2,11.17849049964818
Greenwich Village South,Glendale,15,2,39.95866666666667
Hamilton Heights,Times Sq/Theatre District,127,2,25.510236220472443
Highbridge,Woodside,1,2,37.34
Hunts Point,West Farms/Bronx River,2,2,9.8
Inwood Hill Park,Washington Heights South,11,2,15.65272727272727
JFK Airport,Starrett City,108,2,25.92851851851852
Jamaica Estates,Maspeth,1,2,26.3
Kew Gardens,North Corona,1,2,23.1
LaGuardia Airport,East Harlem South,1285,2,36.64876264591443
Lenox Hill East,Bay Ridge,53,2,49.4888679245283
Lenox Hill East,Fresh Meadows,4,2,52.760000000000005
Lenox Hill East,Lenox Hill West,8646,2,7.185334258616677
Lenox Hill West,Hudson Sq,240,2,26.744958333333326
Lincoln Square East,Bloomingdale,1792,2,12.744380580357175
Little Italy/NoLiTa,East Flatbush/Remsen Village,13,2,29.403076923076924
Little Italy/NoLiTa,Jamaica Estates,3,2,42.46666666666666
Long Island City/Hunters Point,Kensington,1,2,34.3
Long Island City/Hunters Point,NV,84,2,9.25702380952381
Long Island City/Queens Plaza,Greenwich Village South,35,2,26.191428571428574
Long Island City/Queens Plaza,Randalls Island,3,2,32.199999999999996
Long Island City/Queens Plaza,Seaport,6,2,27.028333333333332
Lower East Side,Jackson Heights,305,2,28.03252459016391
Manhattan Valley,Flushing,9,2,43.06222222222223
Manhattan Valley,Times Sq/Theatre District,1107,2,17.22453477868114
Manhattanville,Washington Heights North,166,2,15.978674698795182
Maspeth,Greenpoint,6,2,14.199999999999998
Middle Village,LaGuardia Airport,2,2,21.05
Midtown Center,Riverdale/North Riverdale/Fieldston,82,2,45.67536585365853
Midwood,Midtown North,1,2,57.99
Morningside Heights,Corona,1,2,41.84
Mott Haven/Port Morris,East Harlem South,62,2,12.127096774193546
Mott Haven/Port Morris,Financial District South,1,2,48.3
Murray Hill,Bellerose,9,2,64.73444444444445
Murray Hill,Lincoln Square West,1562,2,17.265781049936017
Murray Hill,Midtown East,12492,2,8.76081972462359
Murray Hill,Murray Hill,13410,2,8.349920208799219
North Corona,Greenpoint,1,2,27.3
North Corona,Sunnyside,4,2,21.0225
Old Astoria,Sunnyside,143,2,13.444615384615387
Penn Station/Madison Sq West,Bayside,19,2,60.094210526315784
Penn Station/Madison Sq West,Great Kills,2,2,83.9
Prospect Park,DUMBO/Vinegar Hill,3,2,18.3
Queensbridge/Ravenswood,Flushing,5,2,39.3
Queensbridge/Ravenswood,LaGuardia Airport,14,2,19.81857142857143
Randalls Island,Bedford Park,1,2,27.84
Randalls Island,Sutton Place/Turtle Bay North,3,2,56.34
Red Hook,Bay Ridge,4,2,27.575000000000003
Roosevelt Island,Melrose South,1,2,28.8
Seaport,DUMBO/Vinegar Hill,149,2,12.386644295302014
SoHo,Ocean Parkway South,3,2,37.949999999999996
SoHo,Queensboro Hill,3,2,37.35333333333333
Soundview/Castle Hill,Old Astoria,1,2,93.41
Spuyten Duyvil/Kingsbridge,Central Harlem,1,2,26.3
Starrett City,Crown Heights North,1,2,54.05
Stuy Town/Peter Cooper Village,Elmhurst/Maspeth,2,2,28.905
Stuy Town/Peter Cooper Village,Gowanus,7,2,27.642857142857142
Stuy Town/Peter Cooper Village,Midtown East,900,2,12.638933333333322
Stuyvesant Heights,Williamsburg (South Side),26,2,11.446923076923078
Sunnyside,Prospect Heights,8,2,28.3575
Sunnyside,Prospect Park,1,2,38.16
Sunnyside,World Trade Center,18,2,43.47777777777778
Sunset Park East,Borough Park,2,2,7.800000000000001
Sutton Place/Turtle Bay North,Upper East Side South,10006,2,8.886564061562925
Times Sq/Theatre District,Bushwick North,119,2,36.84386554621849
Times Sq/Theatre District,Claremont/Bathgate,28,2,35.628928571428574
TriBeCa/Civic Center,Corona,25,2,38.995599999999996
TriBeCa/Civic Center,Fordham South,10,2,44.15
TriBeCa/Civic Center,Greenwich Village North,4873,2,11.73977631848964
Two Bridges/Seward Park,Kew Gardens Hills,2,2,44.7
UN/Turtle Bay South,Murray Hill,5104,2,8.0810070532916
Union Sq,East Flatbush/Remsen Village,16,2,44.714999999999996
Upper East Side South,Chinatown,185,2,25.99091891891892
Upper East Side South,East Chelsea,2264,2,18.41674028268557
Upper East Side South,Hunts Point,14,2,28.897142857142857
Upper East Side South,Midtown South,4636,2,13.115873597929232
Upper West Side North,Eastchester,4,2,45.3
Upper West Side North,Upper East Side North,13877,2,10.015332564675143
Upper West Side South,West Chelsea/Hudson Yards,2343,2,15.40498079385409
Washington Heights North,Melrose South,5,2,22.322
Washington Heights North,Riverdale/North Riverdale/Fieldston,13,2,18.923076923076923
Washington Heights South,East Flatbush/Remsen Village,1,2,66.3
Washington Heights South,Times Sq/Theatre District,86,2,27.104651162790702
West Chelsea/Hudson Yards,Sunset Park West,60,2,37.403000000000006
West Village,East Village,12136,2,11.055262854317546
Williamsburg (North Side),Coney Island,2,2,44.349999999999994
Williamsburg (North Side),Stuy Town/Peter Cooper Village,25,2,21.7444
World Trade Center,East Flatbush/Remsen Village,5,2,31.272000000000002
World Trade Center,Manhattan Beach,7,2,55.51571428571428
World Trade Center,Marine Park/Floyd Bennett Field,1,2,63.34
World Trade Center,Pelham Parkway,4,2,54.2325
Yorkville East,Middle Village,10,2,30.736
Alphabet City,Upper West Side North,79,2,27.074050632911398
Astoria,Bloomingdale,10,2,25.641
Bay Ridge,Rockaway Park,1,2,44.38
Bloomingdale,Briarwood/Jamaica Hills,1,2,63.99
Bloomingdale,Financial District South,21,2,33.55428571428571
Bloomingdale,Steinway,16,2,31.67875
Borough Park,Carroll Gardens,2,2,15.58
Borough Park,Midwood,3,2,13.316666666666668
Brooklyn Heights,Corona,2,2,35.33
Bushwick North,Borough Park,2,2,38.8
Bushwick North,Sunset Park East,1,2,42.25
Bushwick South,JFK Airport,7,2,48.935714285714276
Carroll Gardens,Central Harlem North,2,2,41.05
Carroll Gardens,Prospect Park,25,2,14.638399999999999
Central Harlem North,Bronxdale,7,2,28.864285714285717
Chinatown,Forest Hills,14,2,38.97642857142857
Clinton East,Boerum Hill,232,2,31.0314224137931
Clinton East,Flatiron,5539,2,10.972059938617068
Clinton East,Heartland Village/Todt Hill,1,2,67.38
Clinton West,Dyker Heights,10,2,44.612
Clinton West,Greenwich Village South,498,2,18.969437751004
Clinton West,Stapleton,1,2,65.92
Cobble Hill,Stuy Town/Peter Cooper Village,6,2,22.92833333333333
Crown Heights South,Sunset Park East,1,2,26.15
Cypress Hills,Canarsie,2,2,29.269999999999996
Downtown Brooklyn/MetroTech,Bensonhurst West,12,2,36.355
East Chelsea,Howard Beach,13,2,55.29538461538462
East Chelsea,University Heights/Morris Heights,30,2,35.032333333333334
East Concourse/Concourse Village,Upper West Side North,3,2,23.133333333333336
East Elmhurst,Boerum Hill,1,2,44.59
East Williamsburg,North Corona,4,2,22.3625
Elmhurst/Maspeth,Kew Gardens,1,2,15.0
Elmhurst/Maspeth,South Ozone Park,1,2,30.0
Far Rockaway,Elmhurst,1,2,64.3
Financial District North,Brighton Beach,21,2,52.80571428571429
Financial District North,Cypress Hills,8,2,37.78875
Financial District North,World Trade Center,1192,2,7.752802013422802
Financial District South,Lower East Side,896,2,13.087790178571415
Flushing,Pelham Parkway,1,2,36.88
Garment District,Central Park,1783,2,12.199355019629879
Garment District,Midtown East,7133,2,10.534082433758487
Garment District,Saint George/New Brighton,7,2,75.95857142857143
Gramercy,Newark Airport,201,2,92.40800995024877
Gramercy,Ridgewood,78,2,32.41705128205128
Gravesend,NA,2,2,13.280000000000001
Great Kills,Great Kills,4,2,36.2
Greenwich Village North,Ozone Park,2,2,44.09
Greenwich Village South,Brooklyn Navy Yard,19,2,19.75526315789474
Greenwich Village South,Greenwich Village South,3613,2,8.438364240243624
Highbridge,Stuy Town/Peter Cooper Village,1,2,32.8
Highbridge,Upper West Side South,1,2,23.3
Hillcrest/Pomonok,Auburndale,1,2,19.8
Hunts Point,Van Nest/Morris Park,1,2,12.3
Inwood,East Harlem North,12,2,22.748333333333335
Inwood,Melrose South,2,2,27.8
JFK Airport,Far Rockaway,281,2,30.216476868327376
Jackson Heights,Brighton Beach,1,2,76.62
Jackson Heights,NA,42,2,122.11595238095238
Kensington,Long Island City/Hunters Point,1,2,45.8
Kew Gardens,Jackson Heights,3,2,23.266666666666666
Kingsbridge Heights,East Elmhurst,1,2,34.84
Lenox Hill West,Van Nest/Morris Park,23,2,35.4404347826087
Lincoln Square East,Bushwick North,41,2,35.09585365853658
Lincoln Square East,Canarsie,6,2,52.550000000000004
Lincoln Square West,Whitestone,1,2,64.79
Little Italy/NoLiTa,Heartland Village/Todt Hill,2,2,79.93
Long Island City/Hunters Point,Gramercy,66,2,39.94045454545454
Long Island City/Queens Plaza,Crown Heights North,18,2,31.285
Long Island City/Queens Plaza,Elmhurst,70,2,19.07071428571429
Lower East Side,Crown Heights South,201,2,23.741890547263672
Manhattanville,Hunts Point,1,2,26.8
Manhattanville,World Trade Center,8,2,32.6525
Meatpacking/West Village West,Brighton Beach,7,2,52.138571428571424
Meatpacking/West Village West,Clinton West,1356,2,14.059778761061972
Midtown East,Rosedale,15,2,61.48666666666667
Midtown North,Brownsville,10,2,40.20099999999999
Midtown South,Bronx Park,10,2,44.870000000000005
Midtown South,Upper East Side North,3230,2,16.31520433436536
Midwood,Windsor Terrace,1,2,11.76
Murray Hill,Great Kills,1,2,95.23
NA,East Chelsea,4,2,37.96
NV,Pelham Parkway,6,2,46.64833333333333
Park Slope,Midtown East,50,2,31.7276
Park Slope,Rego Park,2,2,31.799999999999997
Parkchester,Williamsbridge/Olinville,1,2,18.8
Penn Station/Madison Sq West,Erasmus,37,2,41.381621621621626
Prospect Heights,Cobble Hill,36,2,13.26388888888889
Prospect Heights,Marine Park/Mill Basin,1,2,32.87
Prospect Park,Carroll Gardens,6,2,14.758333333333335
Prospect-Lefferts Gardens,Elmhurst/Maspeth,1,2,34.3
Prospect-Lefferts Gardens,Stuyvesant Heights,32,2,16.584687500000005
Randalls Island,Murray Hill,2,2,38.59
Richmond Hill,Central Park,2,2,63.095
Roosevelt Island,Times Sq/Theatre District,16,2,27.351875
Saint Albans,Rosedale,1,2,13.8
South Jamaica,Morningside Heights,2,2,62.84
South Jamaica,Yorkville West,5,2,66.338
South Williamsburg,East Chelsea,2,2,19.07
Springfield Gardens North,East New York,2,2,22.075000000000003
Spuyten Duyvil/Kingsbridge,Central Park,1,2,13.3
Stuy Town/Peter Cooper Village,Oakland Gardens,2,2,61.845
Stuy Town/Peter Cooper Village,TriBeCa/Civic Center,427,2,17.564262295081956
Stuyvesant Heights,JFK Airport,9,2,41.22666666666666
Sunset Park East,Greenwich Village North,1,2,24.8
Sutton Place/Turtle Bay North,Pelham Bay,18,2,38.857777777777784
Sutton Place/Turtle Bay North,Van Cortlandt Park,3,2,44.31999999999999
Times Sq/Theatre District,Auburndale,10,2,49.712
Times Sq/Theatre District,Broad Channel,1,2,58.3
UN/Turtle Bay South,Newark Airport,279,2,102.91641577060938
Upper East Side South,Coney Island,16,2,59.16375
Upper East Side South,East Concourse/Concourse Village,67,2,23.58522388059702
Upper East Side South,Prospect Park,10,2,41.667
Upper East Side South,Saint Michaels Cemetery/Woodside,1,2,22.8
Upper West Side North,College Point,2,2,54.445
Upper West Side South,Hammels/Arverne,1,2,95.42
Upper West Side South,West Farms/Bronx River,17,2,32.567058823529415
Van Nest/Morris Park,Melrose South,3,2,19.46666666666667
Washington Heights South,Flatbush/Ditmas Park,4,2,73.875
West Concourse,Brooklyn Heights,2,2,40.05
West Village,East Concourse/Concourse Village,34,2,35.54911764705882
West Village,Williamsburg (South Side),956,2,21.623922594142286
Williamsburg (South Side),Mariners Harbor,1,2,69.38
Windsor Terrace,Williamsburg (South Side),1,2,30.38
Woodside,Saint Michaels Cemetery/Woodside,3,2,6.633333333333333
Allerton/Pelham Gardens,NA,1,2,26.89
Alphabet City,Bath Beach,5,2,47.608
Astoria,Central Park,37,2,20.465405405405406
Auburndale,East Elmhurst,1,2,22.3
Battery Park City,Highbridge,1,2,37.8
Battery Park City,TriBeCa/Civic Center,9461,2,8.110091956452719
Bay Ridge,Lower East Side,1,2,28.3
Bedford,Midtown East,6,2,29.26833333333333
Bensonhurst East,Bensonhurst West,3,2,24.493333333333336
Boerum Hill,Coney Island,5,2,39.1
Boerum Hill,Manhattanville,6,2,43.39166666666667
Brooklyn Navy Yard,Penn Station/Madison Sq West,4,2,29.4925
Brownsville,Columbia Street,1,2,27.3
Bushwick South,Boerum Hill,25,2,21.890399999999996
Bushwick South,Queensbridge/Ravenswood,3,2,21.22
Carroll Gardens,NV,10,2,8.254
Central Harlem,Old Astoria,18,2,25.368888888888886
Clinton East,Oakland Gardens,6,2,57.60166666666667
Clinton West,Bushwick North,35,2,40.618857142857145
Clinton West,Soundview/Castle Hill,14,2,43.737142857142864
Clinton West,Westerleigh,1,2,99.32
Cobble Hill,Midtown South,36,2,29.672777777777778
Cobble Hill,Upper West Side South,24,2,39.4275
Columbia Street,Financial District North,4,2,13.925
Crotona Park East,Belmont,1,2,11.3
Downtown Brooklyn/MetroTech,Bushwick North,67,2,20.703432835820895
Downtown Brooklyn/MetroTech,Coney Island,6,2,43.76500000000001
Dyker Heights,Upper West Side North,1,2,61.16
East Chelsea,Allerton/Pelham Gardens,20,2,58.777
East Chelsea,Crotona Park,1,2,34.8
East Concourse/Concourse Village,Soundview/Bruckner,2,2,17.8
East Harlem North,Kips Bay,140,2,20.107357142857143
East Harlem North,Soundview/Bruckner,68,2,19.407352941176473
East Harlem South,Melrose South,181,2,14.42198895027625
East New York,Crown Heights North,8,2,13.14625
East Village,Queens Village,6,2,64.11
East Village,Stapleton,7,2,64.91857142857143
East Williamsburg,Flushing,4,2,29.799999999999997
Elmhurst/Maspeth,Midwood,1,2,41.8
Financial District North,Forest Park/Highland Park,1,2,47.75
Financial District North,Gramercy,1569,2,18.527807520713864
Financial District South,Kensington,30,2,31.11466666666667
Financial District South,Pelham Bay,1,2,46.8
Flatiron,Bay Ridge,111,2,44.80774774774774
Flatiron,SoHo,2741,2,11.810674936154735
Flushing Meadows-Corona Park,East Chelsea,16,2,65.890625
Fordham South,Inwood,1,2,8.3
Forest Hills,Richmond Hill,27,2,15.046666666666667
Fort Greene,Little Italy/NoLiTa,99,2,14.053636363636368
Fort Greene,Melrose South,1,2,49.84
Garment District,Crotona Park,3,2,37.88333333333333
Gowanus,Garment District,2,2,29.675
Gramercy,Bedford Park,16,2,41.1125
Gramercy,Eastchester,2,2,49.8
Gramercy,Gravesend,6,2,56.45166666666666
Gramercy,Sunset Park East,31,2,39.129354838709666
Gravesend,Bensonhurst West,2,2,9.05
Greenpoint,Forest Park/Highland Park,1,2,28.8
Highbridge Park,East Harlem North,3,2,15.800000000000002
Jackson Heights,Midtown North,15,2,27.915333333333333
Kew Gardens,Bloomingdale,1,2,68.34
Kips Bay,SoHo,670,2,14.886432835820878
LaGuardia Airport,Bloomingdale,411,2,41.47394160583943
Lenox Hill East,Eastchester,9,2,47.462222222222216
Lincoln Square East,Astoria Park,2,2,36.795
Lincoln Square West,Inwood,105,2,28.676285714285715
Lincoln Square West,West Brighton,1,2,97.4
Little Italy/NoLiTa,Chinatown,898,2,8.599498886414239
Little Italy/NoLiTa,City Island,3,2,63.553333333333335
Little Italy/NoLiTa,Soundview/Castle Hill,4,2,43.06
Long Island City/Hunters Point,Downtown Brooklyn/MetroTech,9,2,26.952222222222222
Longwood,Claremont/Bathgate,3,2,9.466666666666667
Longwood,Two Bridges/Seward Park,1,2,42.88
Lower East Side,East Tremont,8,2,40.3625
Manhattan Valley,Midtown South,300,2,22.606899999999985
Manhattanville,Two Bridges/Seward Park,6,2,37.655
Midtown North,Hunts Point,8,2,36.271249999999995
Midtown South,TriBeCa/Civic Center,2990,2,17.264351170568606
NV,Brighton Beach,2,2,31.799999999999997
NV,Oakwood,1,2,110.8
NV,Soundview/Castle Hill,3,2,20.02
Ocean Hill,Williamsbridge/Olinville,1,2,76.34
Old Astoria,SoHo,9,2,35.11333333333333
Old Astoria,Windsor Terrace,1,2,41.3
Park Slope,Borough Park,21,2,20.011428571428574
Park Slope,Cypress Hills,6,2,24.05
Parkchester,Pelham Parkway,3,2,11.133333333333333
Parkchester,Westchester Village/Unionport,5,2,6.5
Prospect Heights,Two Bridges/Seward Park,13,2,19.21846153846154
Prospect Park,Midtown Center,2,2,35.129999999999995
Red Hook,Clinton West,1,2,37.77
Red Hook,Homecrest,1,2,33.3
Rego Park,Sunnyside,31,2,17.983870967741936
Roosevelt Island,Elmhurst/Maspeth,2,2,18.3
Saint Michaels Cemetery/Woodside,Murray Hill,1,2,22.3
